Column1,EPISODE_ID,EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,END_DATE_TIME,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,FLOOD_CAUSE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
16013,155933,949236,ALABAMA,2021,March,Tornado,3/31/21 2:48,,,NWS Storm Survey,,SW,JONES CHAPEL,5,JONES CHAPEL,34.163,-87.114,34.163,-87.111,"Two thunderstorm complexes moved through north Alabama during the early and mid morning hours of the 31st. Rainfall of 1 to nearly 3 inches were reported during this time, resulting in flash flooding of a few roads in Jackson County.  In addition, a couple of brief tornadoes occurred. One tornado moved out of Winston County and lifted just inside western Cullman County producing EF-0 damage.  An EF-1 tornado track was observed in DeKalb County between Fort Payne and Valley Head.","A tornado weakened and lifted as it moved out of Winston County about 100 yards across the Cullman County line, about 0.8 miles south-southwest of Nesmith. The tornado knocked down large tree limbs and damaged an outbuilding, with peak wind speeds in the 60 to 65 mph range.",CSV
16025,157121,949723,TENNESSEE,2021,March,Tornado,3/27/21 15:44,100.00K,0.00K,NWS Storm Survey,,W,MIDDLE FORK,1,MIDDLE FORK,35.53,-88.528,35.5398,-88.4765,"A warm front lifted north across the Mid-South during the morning hours of March 27th. Numerous thunderstorms resulted in heavy rain near the Tennessee/Mississippi line and some flash flooding along with an isolated damaging wind report. The front continued to lift north during the morning along with the complex of showers of thunderstorms. After a brief break during the early afternoon, thunderstorms started to redevelop in the moist and unstable airmass across east-central Arkansas, Southwest Tennessee, and Northeast Mississippi. Initially, storms developed in clusters with large hail, several weak tornadoes, and flash flooding from eastern Arkansas to the Tennesee River in West Tennessee. The clusters of storms gradually transitioned into a line with mainly damaging winds stretching from the Tennessee/Mississippi line into Northeast Mississisppi from the evening of March 27th into the early morning hours of March 28th.","The tornado developed near the Chester/Henderson County line. The first observed damage was uprooted trees along Mifflin Road. The tornado moved east, and crossed Boss Wadley Road. Trees were uprooted, and some trunks were snapped in this area. The most significant damage occurred near Highway 22A and Middlefork Road. A home lost part of its roof, several storage buildings were damaged or destroyed, and a tree fell on another home damaging its roof. Last observed damage occurred east of Highway 22A. This tornado was broad and relatively disorganized for much of its lifetime. Peak winds were estimated at 100 mph.",CSV
16059,155499,937938,KANSAS,2021,March,Tornado,3/15/21 15:34,100.00K,0.00K,Trained Spotter,,W,AUBRY,1,AUBRY,38.7737,-94.6992,38.7803,-94.6754,"On the afternoon of March 15, 2021 a weak tornado formed near 199th and HWY 69 in rural Johnson County. The storm moved through a neighborhood and caused some damage to the residences. Several outbuildings were also heavily damaged or destroyed, but the tornado was deemed an EF-0. The tornado crossed HWY 69 and dissipated near the Kansas and Missouri state line.","The storm moved through a neighborhood and caused some damage to the residences. Several outbuildings were also heavily damaged or destroyed, but the tornado was deemed an EF-0. The most dramatic damage noted was a roof blown off the top of a garage where wind compromised the large entry doors and removed the roof from inside the building. The tornado crossed HWY 69 and dissipated near the Kansas and Missouri state line.",CSV
16323,157929,954618,LOUISIANA,2021,April,Tornado,4/7/21 20:16,30.00K,0.00K,NWS Storm Survey,,NE,LECOMPTE,3,LECOMPTE,31.1309,-92.3732,31.1287,-92.3585,A cold front pushed into Louisiana with scattered storms. A few tornadoes occurred.,"A tornado touched down along Lamourie Rd, removing the roof of a small barn and flipping over an untied single wide mobile home. Several trees were snapped as well. The maximum estimated wind speed was 100 mph.",CSV
16375,157651,953038,CONNECTICUT,2021,April,Tornado,4/21/21 13:51,2.00K,5.00K,NWS Storm Survey,,SSW,BIRCH HILL,1,BIRCH HILL,41.6877,-73.5052,41.6908,-73.4864,"A dynamic storm system brought severe thunderstorms and a tornado to northwest Connecticut on Wednesday, April 21st, 2021. An EF-0 tornado briefly touched down just north of Bulls Bridge, CT and moved east northeast into South Kent (Litchfield county), causing mainly tree damage. There were additional reports of downed trees and power lines across Litchfield county. As a result of the severe weather, about 5,000 people lost power.","A tornado briefly touched down just north of Bulls Bridge, Connecticut |and moved east northeast into South Kent. The tornado damage was|sporadic along the path which began along Route 7 just north of|Bulls Bridge and consisted mostly of downed tree limbs. A few |hardwood trees were snapped and uprooted and one home owner lost |part of a solid wooden fence along Spooner Hill Road. A car tent |canopy was blown away by the strong winds. No damage to buildings |was noted. The tornado ended in a forested area east of Spooner|Hill Road. Maximum winds were estimated at 85 mph.",CSV
16398,156769,951720,NORTH CAROLINA,2021,March,Tornado,3/18/21 16:10,500.00K,0.00K,NWS Storm Survey,,W,SHERWOOD VLG,1,MELBORNE HGTS,35.93,-79.99,35.95,-79.95,"A mid level trough approached central North Carolina from the west and moved across the area during the afternoon and evening. This helped spark a round of late day showers and thunderstorms, some of which produced severe weather across the central Piedmont along a cold air damming surface boundary. Several tornadic storms occurred along and north of Interstate 85 during the late afternoon hours along the aforementioned boundary.","A tornadic storm entered far southwestern Guilford County just after 5 PM, with tornadic damage mostly in the form of downed trees with numerous homes and businesses sustaining damage. The tornado was on the ground for less than 10 minutes before lifting. Maximum wind gusts were expected to be around 95 miles per hour.",CSV
16399,157121,949741,TENNESSEE,2021,March,Tornado,3/27/21 15:55,10.00K,0.00K,NWS Storm Survey,,E,CENTER HILL,2,REAGAN,35.5452,-88.3671,35.5482,-88.3577,"A warm front lifted north across the Mid-South during the morning hours of March 27th. Numerous thunderstorms resulted in heavy rain near the Tennessee/Mississippi line and some flash flooding along with an isolated damaging wind report. The front continued to lift north during the morning along with the complex of showers of thunderstorms. After a brief break during the early afternoon, thunderstorms started to redevelop in the moist and unstable airmass across east-central Arkansas, Southwest Tennessee, and Northeast Mississippi. Initially, storms developed in clusters with large hail, several weak tornadoes, and flash flooding from eastern Arkansas to the Tennesee River in West Tennessee. The clusters of storms gradually transitioned into a line with mainly damaging winds stretching from the Tennessee/Mississippi line into Northeast Mississisppi from the evening of March 27th into the early morning hours of March 28th.",A brief tornado uprooted trees along Highway 104 northwest of Reagan.,CSV
16404,157384,951557,MISSISSIPPI,2021,March,Tornado,3/30/21 23:26,150.00K,0.00K,NWS Storm Survey,,WNW,VARDAMAN,1,VARDAMAN,33.8714,-89.1842,33.8806,-89.1663,A cold front pushed into a moist and unstable airmass resulting in numerous showers and thunderstorms across West Tennesee and North Mississippi during the early morning hours of March 31st.  Heavy rainfall resulted in flash flooding while a few severe storms produced damaging winds and a couple of weak tornado across Northeast Mississippi.,"The tornado developed south of Highway 8, and downed trees along and east of Dobbs Street. Some trees fell onto homes and vehicles. The tornado crossed Highway 8 and damaged the Vardaman school complex.  Awnings were damaged, trees blown down, and a portion of brick veneer was removed from a building. The last observed damage was to tree limbs near County Road 231. Peak winds estimated at 85 mph.",CSV
16524,157929,954607,LOUISIANA,2021,April,Tornado,4/7/21 20:55,250.00K,0.00K,NWS Storm Survey,,NNW,MANSURA,2,MANSURA,31.0811,-92.054,31.0756,-92.0244,A cold front pushed into Louisiana with scattered storms. A few tornadoes occurred.,"A tornado touched down at the charter school, damaging some of the walls. Several roofs of outside ball fields were destroyed. Many trees were snapped or uprooted near Old River Road east of the school. The maximum estimated winds were 105 mph.",CSV
16525,157929,954633,LOUISIANA,2021,April,Tornado,4/7/21 21:20,100.00K,0.00K,NWS Storm Survey,,E,BORDELONVILLE,1,BIG BEND,31.0972,-91.8683,31.0924,-91.8108,A cold front pushed into Louisiana with scattered storms. A few tornadoes occurred.,A tornado touched down along Hwy 451 and Pete Laborde Rd. One home lost its roof. Several barns and outbuildings lost roofs. Several trees were snapped or uprooted. The maximum estimated wind speed was 100 mph.,CSV
16526,157931,954643,LOUISIANA,2021,April,Tornado,4/10/21 0:35,20.00K,0.00K,Official NWS Observations,,ENE,GARLAND,1,LEBEAU,30.7272,-92.032,30.7486,-91.9759,A cold front and associated short wave pushed across Louisiana early in the morning producing showers and storms. A pair of tornadoes occurred along with an isolated hail report.,A team doing research with NSSL found damage with this tornado. Most of the damage was tree damage west of HWY 71 and crossing HWY 71. It did destroy a barn before the damage path was lost near HWY 361.,CSV
16527,157931,954642,LOUISIANA,2021,April,Tornado,4/10/21 1:18,1.00M,0.00K,NWS Storm Survey,,WSW,WAXIA,2,DANKS,30.666,-91.9586,30.7499,-91.8492,A cold front and associated short wave pushed across Louisiana early in the morning producing showers and storms. A pair of tornadoes occurred along with an isolated hail report.,"A strong tornado touched down on Bolden Road, destroying several homes. One single wide mobile home that was tied down rolled numerous times for over 320 yards. One man died in this home. A double wide mobile home next door rolled for over 100 yards. Two people were seriously injured. A third home on pilings slid over 50 yards, with 5 people inside, who received cuts and bruises.||In total, 15 homes were damaged or destroyed along the path of this tornado. In addition, numerous trees and power lines were snapped, and some barns and outbuildings were destroyed. Max estimated winds 140 mph.",CSV
16557,157752,954213,TEXAS,2021,April,Tornado,4/27/21 15:05,70.00K,,NWS Storm Survey,,W,TRUSCOTT,3,TRUSCOTT,33.751,-99.921,33.791,-99.788,"A slow moving trough and a dryline helped initiate convection during the afternoon of the 27th. Numerous hail and wind reports were received, along with a few reports of tornadoes.","This tornado formed approximately six miles west of Truscott and initially moved just north of due east with occasional damage to mesquite trees. As it approached County Road 2610 and FM 1756 a semi truck was knocked over, and a 4000 pound cattle feeder was blown about 850 feet to the north-northeast. Two structures on the southeast side of Truscott-Brine Lake received roof and window damage. Utility poles were broken from the area just southeast of Truscott-Brine Lake to State Highway 6, including steel utility poles that were bent. The tornado weakened and then dissipated after crossing Highway 6.",CSV
16597,156769,951725,NORTH CAROLINA,2021,March,Tornado,3/18/21 16:44,500.00K,0.00K,NWS Storm Survey,,SW,ELON COLLEGE,1,ELON COLLEGE,36.0713,-79.5369,36.0814,-79.5065,"A mid level trough approached central North Carolina from the west and moved across the area during the afternoon and evening. This helped spark a round of late day showers and thunderstorms, some of which produced severe weather across the central Piedmont along a cold air damming surface boundary. Several tornadic storms occurred along and north of Interstate 85 during the late afternoon hours along the aforementioned boundary.","An EF-1 tornado touched down near I-85/40 near the Alamance-Guilford County line, then tracked northeastward and into Alamance County. The tornado produced discontinuous damage along the two and half mile path, and had a maximum estimated wind speed of 100 miles per hour. The tornado lifted near South Church Street. Numerous trees and power lines were reported down as a result, along with multiple homes with roofs blown off.",CSV
16604,157073,950022,ARKANSAS,2021,March,Tornado,3/27/21 17:02,10.00K,0.00K,NWS Storm Survey,,E,WHITTON,1,CHELFORD,35.5192,-90.2531,35.5223,-90.2417,"A warm front lifted north across the Mid-South during the morning hours of March 27th. Numerous thunderstorms resulted in heavy rain near the Tennessee/Mississippi line and some flash flooding along with an isolated damaging wind report. The front continued to lift north during the morning along with the complex of showers of thunderstorms. After a brief break during the early afternoon, thunderstorms started to redevelop in the moist and unstable airmass across east-central Arkansas, Southwest Tennessee, and Northeast Mississippi. Initially, storms developed in clusters with large hail, several weak tornadoes, and flash flooding from eastern Arkansas to the Tennesee River in West Tennessee. The clusters of storms gradually transitioned into a line with mainly damaging winds stretching from the Tennessee/Mississippi line into Northeast Mississisppi from the evening of March 27th into the early morning hours of March 28th.",A tornado uprooted trees and broke a power pole cross member near the intersection of Highways 77 and 118. Peak winds were estimated at 70 mph.,CSV
16605,157384,951561,MISSISSIPPI,2021,March,Tornado,3/31/21 0:57,200.00K,0.00K,NWS Storm Survey,,W,HATLEY,2,HATLEY,33.9764,-88.4225,33.9963,-88.352,A cold front pushed into a moist and unstable airmass resulting in numerous showers and thunderstorms across West Tennesee and North Mississippi during the early morning hours of March 31st.  Heavy rainfall resulted in flash flooding while a few severe storms produced damaging winds and a couple of weak tornado across Northeast Mississippi.,"The first observed damage was west of Hatley Road South. Several sheds were damaged or destroyed. As the tornado crossed Hatley Road, it caused minor roof damage and downed several trees. After a brief weakening period, the tornado increased in intensity as it approached Thornton Lane and Weaver Creek Drive. Numerous trees were blown down, some tree trunks were snapped, and power poles were damaged. A permanent home had roof and sunroom damage, and a mobile home lost part of its roof. The tornado damaged homes and downed additional trees along Nash Road. The last observed damage was to tree limbs along Stonewall Road. Peak winds estimated at 95 mph.",CSV
16692,157023,949121,OKLAHOMA,2021,March,Tornado,3/13/21 20:50,15.00K,0.00K,Emergency Manager,,S,REED,9,REED,34.767,-99.668,34.775,-99.66,"An isolated severe thunderstorm moved from Hardeman County Texas into southwest Oklahoma, producing three brief tornadoes before weakening.","A tornado developed near the community of Russell, and moved north-northeast. A shed was destroyed, two tractors damaged and the porch of a house was damaged at one farm, and two sheds were destroyed at another farm. Some of the debris was scattered for 1.5 miles.",CSV
16905,163458,986834,NEW YORK,2021,September,Tornado,9/13/21 0:00,10.00K,0.00K,NWS Storm Survey,,W,WEBSTERS CROSSING,1,WEBSTERS CROSSING,42.67,-77.64,42.66,-77.61,"An approaching cold front triggered showers and thunderstorms across the area. An upstream elevated mixed layer and associated mesoscale convective vortex allowed for convection to cross from lower Michigan, across southern Ontario, and into western New York by late in the evening. Sufficient deep layer shear was present to support continued severe activity as the storms approached our area. A quasi-linear convective system resulted as the activity moved through, resulting in widespread wind damage reports and one confirmed tornado.",Dozens of hardwood and softwood tree trunks were sheared in half with damage to the roof of an outdoor shed. The track of the tornado started just west of Route 15 and ended just east of Marrowback Road.,CSV
17372,155492,937925,KENTUCKY,2021,February,Tornado,2/28/21 21:23,40.00K,0.00K,NWS Storm Survey,,S,CABELL,2,CABELL,36.794,-85.021,36.794,-85.02,"In the midst of a widespread heavy rainfall event, a short-lived tornado produced damage in portions of Clinton and Wayne Counties in southern Kentucky. ||Thunderstorms were embedded in the heavier rainfall throughout the day and evening. A line of storms developed across south-central Kentucky, and began to bow out as it moved eastward across Clinton County. The bow then showed signs of breaking, which results in heightened rotational potential. Damage was then reported in both Clinton and Wayne Counties by local Emergency Management. This prompted the Louisville office to conduct a storm survey. ||From this survey, it was concluded that a short-lived EF1 tornado tracked across portions of Clinton County (Louisville NWS County Warning Area) and then briefly into Wayne County, before dissipating. Debris from Clinton County was also carried over into Wayne County.","The tornado narrowed as it crossed from Clinton County (Louisville, KY County Warning Area) into Wayne County, with some straight line wind damage noted. The winds|generally were from the west to southwest surrounding the tornado.|The straight line winds of 65 to 75 mph damaged 2 barns.",CSV
17736,163803,988881,ILLINOIS,2021,October,Tornado,10/24/21 20:28,3.04M,0.00K,NWS Storm Survey,,SSE,PUJOL,2,BREMEN,37.8773,-89.9425,37.9858,-89.7248,"Numerous severe thunderstorms formed ahead of an approaching cold front across southeast Missouri during the evening hours of Sunday, October 24th, 2021. As the storms moved northeastward, they moved into a moist, energy-rich environment with substantial wind shear in the low and mid-levels. They quickly intensified, remaining somewhat isolated as they moved through southeast Missouri and into southwest Illinois. The environment was very favorable for tornadic development, and these storms produced several tornadoes and wind damage as they moved through the area. Two storms produced tornadoes that remained on the ground for significant distances. The  tornado that moved through Fredericktown, MO, passing through Madison County into Perry County, was on the ground for 18.9 miles. Another tornado moved from St. Francois County through St. Genevieve County in Missouri into Randolph County in Illinois, staying on the ground for over 40 miles.","The tornado moved out of Missouri (Ste. Genevieve County) into Illinois (Randolph County) moving though flood plains and crossing the Mississippi River just north of the Menard Correctional Center.  The tornado crossed Route 3 south of Lochhead Drive destroying a small barn, snapping or uprooting trees, and caused minor damage to several homes and a hardware store. Snapped or uprooted trees and downed power poles were found along the remainder of the tornado track through Chester with roof damage to several homes on Brenda Street. The worst damage in Chester occurred just northeast of the Palestine Road and Three Spring Roads intersection, where two farm outbuildings were completely destroyed. The larger of the two buildings was well-built with anchor bolts every 18-24 inches in the concrete foundation. This damage was rated EF-2. Further northeast, minor roof damage and the loss of the roof-mounted HVAC unit was found at the nursing home near Old Lodge Lane and Three Springs Road. The tornado continued to the northeast into Bremen paralleling and crossing Route 150, producing tree damage and minor roof damage to several homes. Minor roof damage to several homes, damage to several farm outbuildings, and snapped and uprooted trees were found along parts of Chester Road and Paradise Road. The worst of this damage was rated EF-1. The tornado dissipated around 1.6 miles northeast of Bremen, just west of Route 150.",CSV
17788,163092,984763,ILLINOIS,2021,October,Tornado,10/11/21 13:45,100.00K,0.00K,NWS Storm Survey,,S,WRIGHTS,4,WRIGHTS,39.3547,-90.3002,39.4335,-90.2609,"On Monday, October 11th 2021 (Columbus Day), the potential for severe weather existed across east-central/northeast Missouri and most of central and northern Illinois. Despite limited instability (energy for storms to develop), plentiful shear (changing wind speed or direction with height) from a potent mid-level storm system provided the potential for severe storms. Though most storms never became strong or severe, one supercell in particular became organized enough to produce a tornado.","High resolution satellite data and information from storm spotters indicates the tornado touched down in an open field a little less than a mile south-southwest of the Berdan Road and Wrights Road intersection. The tornado moved north-northeast and intensified as it moved into the west side of the town of Wrights, IL. In Wrights, the tornado destroyed two new, well-built farm buildings, ripping one of from a concrete foundation around the perimeter of the building. The tornado then moved to the northeast, destroying two more farm buildings before crossing Wrights road, where it snapped a number of trees and rolled a camper onto a boat. The tornado continued to the northeast causing intermittent damage to trees and vegetation. The high resolution satellite data showed a prominent track in the open fields northeast of the NE 850 Ave and Super Slab Road Intersection. The last identifiable damage and where the tornado appeared to have ended is around a third of a mile west of the NE 1000 Street and NE 950 Ave Intersection. The tornado was rated EF2 with max wind speed of 115 mph. The path length was 5.83 miles with a max path width of 75 yards. No deaths or injuries were reported.",CSV
17837,155684,939239,KANSAS,2021,March,Tornado,3/15/21 15:54,,,Social Media,,S,BALDWIN ARPT,2,BALDWIN ARPT,38.8016,-95.1797,38.8016,-95.1797,"Scattered t-storms developed on the afternoon of March 15th.  While dewpoints were only in the upper 40s a boundary along with enhanced low level vorticity in the atmosphere could have helped facilitate the development of a brief tornado on this day.  A photo was taken approximately 2 miles north of Baldwin City, KS that showed a possible tornado around 454pm CDT.  No damage or other reports were received from anyone else regarding this funnel or small tornado.",A photo taken appeared to show a small funnel that likely was extending to the ground. No damage was reported with this feature and no other reports were received from this feature.  It will be considered an EFU since the photo appears to suggest that some part of the circulation was likely near or on the ground.,CSV
17859,156912,948436,LOUISIANA,2021,March,Tornado,3/23/21 6:24,25.00K,0.00K,NWS Storm Survey,,WNW,WASHINGTON,2,WASHINGTON,30.6092,-92.0619,30.6153,-92.0483,A cold front slowly moved through the region during the morning of the 23rd. Heavy resulted in flooding at a few locations. A tornado also occurred.,"An EF-1 tornado touched down in the town of Washington, ripping several homes roofs and snapping the trunks of several trees. The max estimated wind was 100 mph.",CSV
17877,156810,947593,ALABAMA,2021,March,Tornado,3/18/21 4:37,200.00K,0.00K,NWS Storm Survey,,S,HOLLIS DAIRY RD,1,BRANNON STAND,31.2125,-85.5527,31.2461,-85.4731,"A strong spring cold front moved through the tri-state region.  A squall line preceded the front with scattered reports of severe weather, including a few tornadoes.","The tornado first began east of Wicksburg and east of the Houston/Geneva county line where scattered tree limbs where reported by the emergency manager. The tornado then strengthened and hit several structures on a farm where damage was confined to ripped roof paneling and other similar damage. The tornado then traveled northeast towards US-84. It was in these locations that the tornado was likely at its peak strength as it moved across Marshall Rd and into the Highlands Subdivision along Highway 84. Along Marshall Rd, a double wide sustained significant roof covering loss, a large carport over a RV was completely destroyed, and a out building nearby was missing nearly its entire roof with some walls partially collapsed. The tornado also briefly picked up a boat, with trailer, and rolled/rotated it 180 degrees on the trailer before being laid to rest nearly 75-100 yards from its original location. EF-1 damage was again observed in the Highlands Subdivision south of US Highway 84. Two homes sustained roof damage with one home sustaining partial roof loss on the second story. Many pine trees near this house were also snapped or uprooted. While these were the only homes with notable damage in the community, there was a path of widespread tree damage through the rest of the neighborhood. The tornado then crossed US-84 where damage became more isolated with a few downed trees and broken branches. The tornado is then estimated to have lifted just northeast of North Brannon Stand Rd. Max winds were estimated around 100 mph.  The NWS thanks Houston County EM Chris Judah for his assistance during this survey.",CSV
17878,156810,947599,ALABAMA,2021,March,Tornado,3/18/21 4:52,2.00K,0.00K,NWS Storm Survey,,SW,HEADLAND,2,HEADLAND,31.3136,-85.3709,31.3262,-85.3579,"A strong spring cold front moved through the tri-state region.  A squall line preceded the front with scattered reports of severe weather, including a few tornadoes.","An EF0 tornado touched down in northwestern Houston County near Cedar Creek. Small trees and branches were snapped along Faulkner Rd and Suggs Rd. A carport on Suggs Rd sustained damage. The tornado then tracked northeast into Henry County, snapping some small trees and branches along Burdeshow Rd before lifting just south of Headland. Max winds were estimated around 80 mph.",CSV
17879,156810,947598,ALABAMA,2021,March,Tornado,3/18/21 4:50,2.00K,0.00K,NWS Storm Survey,,WNW,KINSEY,3,KINSEY,31.3047,-85.3825,31.3136,-85.3709,"A strong spring cold front moved through the tri-state region.  A squall line preceded the front with scattered reports of severe weather, including a few tornadoes.","An EF0 tornado touched down in northwestern Houston County near Cedar Creek. Small trees and branches were snapped along Faulkner Rd and Suggs Rd. A carport on Suggs Rd sustained damage. The tornado then tracked northeast into Henry County, snapping some small trees and branches along Burdeshow Rd before lifting just south of Headland.  Max winds were estimated around 80 mph.",CSV
18054,156811,948531,FLORIDA,2021,March,Tornado,3/18/21 5:05,100.00K,0.00K,NWS Storm Survey,,NE,WESTBAY,7,VICKSBURG,30.3373,-85.8082,30.3779,-85.7619,"A strong spring cold front moved through the tri-state region.  A squall line preceded the front with scattered reports of severe weather, including a few tornadoes.","This tornado touched down just south of the Northwest Florida Beaches International Airport with most damage occurring on the airport property. A few small pine trees were snapped on Johnny Reeves Road and Venture Crossings Blvd. A ground-level metal sign was bent over 90 degrees at the intersection of Venture Crossings Blvd. and West Bay Parkway. At the Sheltair FBO, a Citation aircraft spun 90 degrees with the nose damaging an adjacent plane, which was spun 20 degrees. Other smaller planes were shifted further north on the property near an area of hangars. One hangar lost a small section of roof and had the door damaged. Wind entering the hangar did considerable damage to one of the antique cars being stored there. The metal door track punched a hole through the wall of the hangar. Another hangar also suffered minor roof damage. Finally, the KECP ASOS measured a gust to 82 mph as the tornado passed by. The tornado then tracked a couple of miles northeast of the airport property through uninhabited terrain before lifting. Damage along the path, and the measured gust, are consistent with high-end EF0 damage with max winds estimated at 85 mph.",CSV
18055,156811,948533,FLORIDA,2021,March,Tornado,3/18/21 5:26,50.00K,0.00K,NWS Storm Survey,,ENE,BAYOU GEORGE,1,BAYOU GEORGE,30.2631,-85.5294,30.2647,-85.5235,"A strong spring cold front moved through the tri-state region.  A squall line preceded the front with scattered reports of severe weather, including a few tornadoes.","The tornado touched down along the north shore of a small lake near S. Lake Joanna Dr. and Sweet Lane. The tornado travelled east-northeast across the lake, producing EF1 damage to a home at the northeast end of the lake in the 7300 block of S. Lake Joanna Dr, including removal of a back porch canopy roof and causing a sizable opening in the main roof of the home. Debris from this house peppered another nearby home, with two 2x4s puncturing its back porch awning. The tornado crossed east-northeast across Bayou George Dr. On the other side of Bayou George Dr. the tornado hit a PODS storage yard, where PODS were originally in 3-high stacks. Some of the PODS shifted, and one POD unit was tossed. The tornado then lifted. Tornado damage at the home at the east-northeast end of the lake in the 7300 block of S. Lake Joanna Drive is consistent with a tornado of EF1 strength with max winds around 95 mph.",CSV
18066,156027,941502,LOUISIANA,2021,March,Tornado,3/30/21 19:56,30.00K,0.00K,NWS Storm Survey,,ENE,FARMERVILLE ARPT,5,LINVILLE,32.7476,-92.2598,32.7619,-92.2488,"A warm front lifted north across North Louisiana and into Southern Arkansas during the afternoon and evening of March 30th, ahead of an upper trough and associated cold front that ejected through the Southern Plains and into the Lower Mississippi Valley. Moderate instability developed at the surface and aloft near this warm front, with large scale forcing ahead of the trough/cold front contributing to the development of scattered showers and a few thunderstorms over Southcentral Arkansas and portions of Northcentral Louisiana. Ample deep layer shear and enough directional shear near the warm front contributed to an isolated supercell thunderstorm developing during the evening over East-Central Union Parish, which produced an isolated short-lived tornado east of Farmerville. This storm eventually weakened as it moved into Western Morehouse Parish.","An EF1 tornado with estimated maximum winds near 105 mph touched down near the intersection of Highway 2 and Les Parker Road near the Nolan Place subdivision. A small metal outbuilding was destroyed and large branches were broken while sporadic trees were snapped and uprooted. As the tornado continued northeast toward Joe Kennedy Road, it widened and intensified, snapping numerous hardwood and softwood trees along its path. The tornado caused minor shingle damage to one single family home along Joe Kennedy Road, while also snapping and uprooting trees before lifting along a hunting road north of Joe Kennedy Road.",CSV
18071,157075,950054,MISSISSIPPI,2021,March,Tornado,3/27/21 21:50,200.00K,0.00K,NWS Storm Survey,,W,INDEPENDENCE,1,INDEPENDENCE,34.6992,-89.8239,34.7128,-89.792,"A warm front lifted north across the Mid-South during the morning hours of March 27th. Numerous thunderstorms resulted in heavy rain near the Tennessee/Mississippi line and some flash flooding along with an isolated damaging wind report. The front continued to lift north during the morning along with the complex of showers of thunderstorms. After a brief break during the early afternoon, thunderstorms started to redevelop in the moist and unstable airmass across east-central Arkansas, Southwest Tennessee, and Northeast Mississippi. Initially, storms developed in clusters with large hail, several weak tornadoes, and flash flooding from eastern Arkansas to the Tennesee River in West Tennessee. The clusters of storms gradually transitioned into a line with mainly damaging winds stretching from the Tennessee/Mississippi line into Northeast Mississisppi from the evening of March 27th into the early morning hours of March 28th.",The tornado caused tree and roof damage. Three mobile homes were destroyed as well as outbuildings. Approximately seventeen structures were damaged. Peak winds were estimated at 100 mph.,CSV
18255,156894,948337,MISSISSIPPI,2021,March,Tornado,3/17/21 18:34,25.00K,0.00K,NWS Storm Survey,,WNW,OKOLONA,4,OKOLONA,34.0296,-88.8041,34.0483,-88.7967,"A slow-moving warm front lifted north into the Mid-South during the morning hours of March 17th with numerous showers and thunderstorms. Heavy rain produced some flash flooding and there were a couple of severe weather reports along with a couple of damaging lightning strikes. The front stalled across the area during the day with southern parts of the Mid-South, especially northeast Mississippi, becoming quite unstable during the afternoon hours. Additional storms developed during the late afternoon and evening as a cold front pushed into the region resulting in numerous severe storms, including a few tornadoes, across Northeast Mississippi along with flash flooding across the Memphis and Jonesboro areas.","The tornado developed near the intersection of Highway 41 and County Road 413, where the tornado downed trees. The tornado���s path was intermittent, as no damage was observed on the north side of Highway 41. The tornado reached its peak intensity as it approached County Road 142. Several trees were uprooted, and an outbuilding was destroyed. The tornado uprooted additional trees on the north side of County Road 142. Peak winds were estimated at 80 mph.",CSV
18256,156894,948986,MISSISSIPPI,2021,March,Tornado,3/17/21 18:47,25.00K,0.00K,NWS Storm Survey,,SE,NETTLETON,2,UNION,34.089,-88.621,34.1418,-88.5932,"A slow-moving warm front lifted north into the Mid-South during the morning hours of March 17th with numerous showers and thunderstorms. Heavy rain produced some flash flooding and there were a couple of severe weather reports along with a couple of damaging lightning strikes. The front stalled across the area during the day with southern parts of the Mid-South, especially northeast Mississippi, becoming quite unstable during the afternoon hours. Additional storms developed during the late afternoon and evening as a cold front pushed into the region resulting in numerous severe storms, including a few tornadoes, across Northeast Mississippi along with flash flooding across the Memphis and Jonesboro areas.","This weak tornado crossed from Monroe County and moved north-northeast.  The tornado path was quite intermittent, with gaps between damage areas. A few trees were uprooted on the northeast side of Nettleton. Additional tree damage was noted along County Road 1205. Near the end of its path, the tornado uprooted a tree that fell on a house and damaged the roof of a stable.",CSV
